MER53	MER53	100.000	193	0	0	1	193	1	193	1.16e-97	349
MER53	MER53	87.379	206	0	4	1	193	193	1	4.63e-71	260
MER99	MER99	100.000	831	0	0	1	831	1	831	0.0	1499
MER105	MER105	100.000	203	0	0	1	203	1	203	4.58e-103	367
BLACKJACK	BLACKJACK	100.000	2969	0	0	1	2969	1	2969	0.0	5355
BLACKJACK	MER94	97.222	72	2	0	2898	2969	63	134	5.00e-28	122
BLACKJACK	MER94	90.476	63	6	0	1	63	1	63	2.95e-18	89.7
MER63A	MER63A	100.000	210	0	0	1	210	1	210	7.54e-107	379
MER63A	MER63B	100.000	158	0	0	53	210	279	436	1.28e-78	286
MER63A	MER63B	100.000	48	0	0	1	48	1	48	6.64e-19	87.8
MER63A	MER63D	97.391	115	3	0	53	167	279	393	6.21e-51	195
MER63A	MER63D	100.000	49	0	0	162	210	1013	1061	1.90e-19	89.7
MER63A	MER63D	100.000	48	0	0	1	48	1	48	6.64e-19	87.8
MER63A	MER63C	97.391	115	3	0	53	167	279	393	6.21e-51	195
MER63A	MER63C	100.000	49	0	0	162	210	882	930	1.90e-19	89.7
MER63A	MER63C	100.000	48	0	0	1	48	1	48	6.64e-19	87.8
MER63B	MER63B	100.000	436	0	0	1	436	1	436	0.0	787
MER63B	MER63D	99.237	393	3	0	1	393	1	393	0.0	696
MER63B	MER63D	100.000	49	0	0	388	436	1013	1061	4.16e-19	89.7
MER63B	MER63C	99.237	393	3	0	1	393	1	393	0.0	696
MER63B	MER63C	100.000	49	0	0	388	436	882	930	4.16e-19	89.7
MER63B	MER63A	100.000	158	0	0	279	436	53	210	2.80e-78	286
MER63B	MER63A	100.000	48	0	0	1	48	1	48	1.45e-18	87.8
MER63C	MER63C	100.000	930	0	0	1	930	1	930	0.0	1671
MER63C	MER63D	99.211	634	3	1	1	634	1	632	0.0	1119
MER63C	MER63D	97.097	310	9	0	621	930	752	1061	1.64e-148	521
MER63C	MER63B	99.237	393	3	0	1	393	1	393	0.0	696
MER63C	MER63B	100.000	49	0	0	882	930	388	436	9.11e-19	89.7
MER63C	MER63A	97.391	115	3	0	279	393	53	167	2.97e-50	195
MER63C	MER63A	100.000	49	0	0	882	930	162	210	9.11e-19	89.7
MER63C	MER63A	100.000	48	0	0	1	48	1	48	3.18e-18	87.8
MER63D	MER63D	100.000	1061	0	0	1	1061	1	1061	0.0	1893
MER63D	MER63C	99.211	634	3	1	1	632	1	634	0.0	1119
MER63D	MER63C	97.097	310	9	0	752	1061	621	930	1.87e-148	521
MER63D	MER63B	99.237	393	3	0	1	393	1	393	0.0	696
MER63D	MER63B	100.000	49	0	0	1013	1061	388	436	1.04e-18	89.7
MER63D	MER63A	97.391	115	3	0	279	393	53	167	3.40e-50	195
MER63D	MER63A	100.000	49	0	0	1013	1061	162	210	1.04e-18	89.7
MER63D	MER63A	100.000	48	0	0	1	48	1	48	3.64e-18	87.8
MER81	MER81	100.000	114	0	0	1	114	1	114	4.90e-55	206
MER94	MER94	100.000	134	0	0	1	134	1	134	1.01e-64	240
MER94	BLACKJACK	97.222	72	2	0	63	134	2898	2969	1.94e-29	122
MER94	BLACKJACK	90.476	63	6	0	1	63	1	63	1.15e-19	89.7
Charlie1	Charlie1	100.000	2781	0	0	1	2781	1	2781	0.0	5002
Charlie1	Charlie1b_Mars	98.304	1592	27	0	1190	2781	171	1762	0.0	2751
Charlie1	Charlie1b_Mars	94.767	172	9	0	1	172	1	172	4.09e-73	271
Charlie1	Charlie1a	99.925	1340	1	0	1442	2781	116	1455	0.0	2409
Charlie1	Charlie1a	99.153	118	1	0	1	118	1	118	4.10e-54	209
Charlie1	Charlie1b	99.716	352	1	0	2430	2781	172	523	0.0	631
Charlie1	Charlie1b	98.870	177	2	0	1	177	1	177	4.67e-85	312
Charlie1	Charlie15b	75.373	134	33	0	2350	2483	719	852	2.27e-19	94.2
Charlie1	Charlie32a	86.364	66	9	0	1	66	1	66	5.00e-15	79.7
Charlie1	Charlie16	73.684	95	25	0	1423	1517	1659	1753	4.68e-09	59.9
Charlie1	Charlie25	69.697	132	40	0	1617	1748	1460	1591	4.68e-09	59.0
Charlie1	Charlie25	69.136	81	25	0	2326	2406	2151	2231	0.19	34.6
Charlie1	Charlie10	71.591	88	23	2	2320	2406	2177	2263	0.004	40.1
Charlie1	Charlie24	78.947	38	8	0	2368	2405	1972	2009	0.19	33.7
Charlie1a	Charlie1a	100.000	1455	0	0	1	1455	1	1455	0.0	2621
Charlie1a	Charlie1	99.925	1340	1	0	116	1455	1442	2781	0.0	2409
Charlie1a	Charlie1	99.153	118	1	0	1	118	1	118	2.13e-54	209
Charlie1a	Charlie1b_Mars	98.358	1340	22	0	116	1455	423	1762	0.0	2319
Charlie1a	Charlie1b_Mars	95.763	118	5	0	1	118	1	118	5.72e-49	191
Charlie1a	Charlie1b	99.432	352	2	0	1104	1455	172	523	2.42e-180	627
Charlie1a	Charlie1b	99.153	118	1	0	1	118	1	118	6.11e-55	210
Charlie1a	Charlie15b	75.373	134	33	0	1024	1157	719	852	1.18e-19	94.2
Charlie1a	Charlie25	81.818	66	11	1	1	65	1	66	2.00e-10	62.6
Charlie1a	Charlie25	69.697	132	40	0	291	422	1460	1591	2.44e-09	59.0
Charlie1a	Charlie25	69.136	81	25	0	1000	1080	2151	2231	0.097	34.6
Charlie1a	Charlie16	76.471	68	16	0	124	191	1686	1753	3.61e-07	51.8
Charlie1a	Charlie10	71.591	88	23	2	994	1080	2177	2263	0.002	40.1
Charlie1a	Charlie24	78.947	38	8	0	1042	1079	1972	2009	0.097	33.7
Charlie1b	Charlie1b	100.000	523	0	0	1	523	1	523	0.0	940
Charlie1b	Charlie1	99.716	352	1	0	172	523	2430	2781	0.0	631
Charlie1b	Charlie1	98.870	177	2	0	1	177	1	177	8.50e-86	312
Charlie1b	Charlie1a	99.432	352	2	0	172	523	1104	1455	0.0	627
Charlie1b	Charlie1a	99.153	118	1	0	1	118	1	118	2.14e-55	210
Charlie1b	Charlie1b_Mars	97.727	352	8	0	172	523	1411	1762	1.18e-172	600
Charlie1b	Charlie1b_Mars	94.767	172	9	0	1	172	1	172	7.46e-74	272
Charlie1b	Charlie15b	76.190	42	10	0	184	225	811	852	0.12	31.9
Charlie2a	Charlie2a	100.000	2861	0	0	1	2861	1	2861	0.0	5129
Charlie2a	Charlie2b	100.000	1099	0	0	1763	2861	1684	2782	0.0	1976
Charlie2a	Charlie2b	98.560	625	9	0	1	625	1	625	0.0	1089
Charlie2b	Charlie2b	100.000	2782	0	0	1	2782	1	2782	0.0	4945
Charlie2b	Charlie2a	100.000	1099	0	0	1684	2782	1763	2861	0.0	1976
Charlie2b	Charlie2a	98.560	625	9	0	1	625	1	625	0.0	1089
Charlie3	Charlie3	100.000	2706	0	0	1	2706	1	2706	0.0	4881
Charlie3	Charlie3	78.333	240	30	10	102	330	330	102	8.22e-44	174
Charlie3	MER1A	100.000	274	0	0	1	274	1	274	1.93e-140	495
Charlie3	MER1A	100.000	257	0	0	2450	2706	273	529	3.26e-131	464
Charlie3	MER1B	85.053	281	2	1	1	281	1	241	1.81e-96	350
Charlie3	MER1B	100.000	92	0	0	2615	2706	248	339	1.22e-41	167
Charlie3	Charlie17	67.470	166	46	6	1612	1773	1786	1947	0.015	37.4
Charlie3	Charlie25	71.429	70	20	0	1502	1571	1345	1414	0.015	37.4
Charlie4	Charlie4	100.000	3378	0	0	1	3378	1	3378	0.0	6075
Charlie4	Charlie24	82.295	1813	316	3	1300	3109	334	2144	0.0	1816
Charlie4	Charlie24	80.488	82	13	2	3300	3378	2369	2450	3.15e-12	70.7
Charlie4	Charlie4a	96.739	276	7	1	36	309	17	292	2.11e-128	456
Charlie4	Charlie4a	97.248	218	5	1	3162	3378	291	508	1.03e-100	363
Charlie4	Charlie11	63.784	740	245	10	1587	2316	496	1222	4.38e-23	106
Charlie4	Charlie4z	81.250	80	14	1	3300	3378	88	167	2.59e-13	74.3
Charlie4	Charlie14a	85.366	41	6	0	2934	2974	672	712	1.03e-05	48.2
Charlie4	Charlie17	71.622	74	21	0	2259	2332	1856	1929	0.005	40.1
Charlie4a	Charlie4a	100.000	508	0	0	1	508	1	508	0.0	913
Charlie4a	Charlie4	96.739	276	7	1	17	292	36	309	3.07e-129	456
Charlie4a	Charlie4	97.248	218	5	1	291	508	3162	3378	1.49e-101	363
Charlie4a	Charlie24	80.769	78	14	1	432	508	2373	2450	4.58e-13	70.7
Charlie4a	Charlie4z	80.000	80	15	1	430	508	88	167	4.58e-13	69.8
Charlie5	Charlie5	100.000	2624	0	0	1	2624	1	2624	0.0	4726
Charlie5	MER33	99.617	261	1	0	2364	2624	64	324	9.06e-132	467
Charlie5	MER33	98.551	69	1	0	1	69	1	69	1.54e-27	121
Charlie5	MER3	98.347	121	2	0	1	121	48	168	3.17e-55	213
Charlie5	MER3	100.000	43	0	0	1	43	209	167	4.72e-15	78.8
Charlie6	Charlie6	100.000	3519	0	0	1	3519	1	3519	0.0	6336
Charlie6	Charlie17	81.538	65	12	0	1186	1250	1315	1379	1.40e-10	64.4
Charlie7	Charlie7	100.000	2615	0	0	1	2615	1	2615	0.0	4713
Charlie7	Charlie7	100.000	44	0	0	2338	2381	2381	2338	1.35e-15	80.6
Charlie7	Charlie7b_Mars	99.202	752	4	2	1864	2615	731	1480	0.0	1323
Charlie7	Charlie7b_Mars	98.358	731	11	1	1	731	1	730	0.0	1262
Charlie7	Charlie7b_Mars	100.000	44	0	0	2338	2381	1248	1205	1.35e-15	80.6
Charlie7	Charlie7a	92.063	189	6	6	2434	2615	86	272	2.96e-68	255
Charlie7	Charlie7a	97.059	102	3	0	1	102	1	102	9.68e-43	171
Charlie7	Charlie9	66.477	176	56	1	1451	1626	1606	1778	2.28e-06	50.9
Charlie7	Charlie24	69.737	76	22	1	836	911	616	690	2.1	31.0
Charlie8	Charlie8	100.000	2457	0	0	1	2457	1	2457	0.0	4422
Charlie8	MER102b	97.464	276	6	1	1	275	1	276	2.96e-131	464
Charlie8	MER102b	98.551	69	1	0	2389	2457	273	341	1.44e-27	121
Charlie8	MER102a	90.942	276	13	2	1	275	1	265	6.52e-108	387
Charlie8	MER102a	100.000	69	0	0	2389	2457	262	330	3.39e-29	125
Charlie8	MER102c	85.467	289	13	1	1	289	1	260	4.70e-97	351
Charlie8	MER102c	96.104	77	3	0	2381	2457	255	331	3.39e-29	126
Charlie8	Charlie12	78.000	50	11	0	2013	2062	2359	2408	0.001	41.9
Charlie9	Charlie9	100.000	2787	0	0	1	2787	1	2787	0.0	5020
Charlie9	MER112	96.124	129	4	1	1	128	1	129	1.43e-53	207
Charlie9	MER112	80.851	141	20	3	2648	2787	127	261	5.01e-34	142
Charlie9	Charlie7	66.477	176	56	1	1606	1778	1451	1626	2.43e-06	50.9
Charlie9	Charlie15b	82.927	41	7	0	2359	2399	734	774	3.61e-04	43.7
Charlie9	Charlie11	74.324	74	15	2	2362	2433	1827	1898	3.61e-04	43.7
Charlie9	Charlie10	71.622	74	21	0	1808	1881	1692	1765	0.004	40.1
Charlie10	Charlie10	100.000	2822	0	0	1	2822	1	2822	0.0	5047
Charlie10	Charlie10	76.768	198	30	10	2402	2591	2591	2402	1.36e-28	123
Charlie10	MER5C	95.263	190	5	3	2633	2822	128	313	1.27e-79	293
Charlie10	MER5C	94.355	124	7	0	1	124	1	124	3.20e-49	193
Charlie10	MER5C1	94.702	151	8	0	1	151	1	151	8.57e-63	237
Charlie10	Charlie10a	95.370	108	5	0	1378	1485	73	180	8.58e-44	174
Charlie10	Charlie10a	90.789	76	7	0	1	76	280	205	3.65e-23	106
Charlie10	Charlie10a	89.474	76	8	0	1	76	1	76	4.45e-22	102
Charlie10	Charlie10b	94.444	108	6	0	1378	1485	34	141	3.65e-42	169
Charlie10	Charlie21a	79.630	54	9	2	686	738	628	680	0.001	41.9
Charlie10	Charlie1b_Mars	71.591	88	23	2	2177	2263	1301	1387	0.004	40.1
Charlie10	Charlie9	71.622	74	21	0	1692	1765	1808	1881	0.004	40.1
Charlie10	Charlie1a	71.591	88	23	2	2177	2263	994	1080	0.004	40.1
Charlie10	Charlie1	71.591	88	23	2	2177	2263	2320	2406	0.004	40.1
Charlie10	Charlie25	73.016	63	17	0	1574	1636	1551	1613	0.016	38.3
Charlie11	Charlie11	100.000	2196	0	0	1	2196	1	2196	0.0	3903
Charlie11	Charlie24	65.212	756	245	10	487	1231	613	1361	6.24e-38	154
Charlie11	Charlie4	63.784	740	245	10	496	1222	1587	2316	2.83e-23	106
Charlie11	Charlie9	74.324	74	15	2	1827	1898	2362	2433	2.84e-04	43.7
Charlie11	Charlie25	68.750	96	30	0	1161	1256	1521	1616	0.003	40.1
Charlie12	Charlie12	100.000	2873	0	0	1	2873	1	2873	0.0	5182
Charlie12	MER30B	99.408	169	1	0	2705	2873	22	190	8.72e-82	301
Charlie12	MER30	100.000	119	0	0	1	119	1	119	2.85e-56	215
Charlie12	MER30	95.575	113	2	1	2764	2873	118	230	5.89e-46	182
Charlie12	Charlie8	78.000	50	11	0	2359	2408	2013	2062	0.001	41.9
Cheshire	Cheshire	100.000	2420	0	0	1	2420	1	2420	0.0	4329
Cheshire	Cheshire_Mars_	93.834	973	42	7	1449	2420	438	1393	0.0	1471
Cheshire	Cheshire_Mars_	95.918	441	18	0	1	441	1	441	0.0	717
Cheshire	MER58D	100.000	306	0	0	2115	2420	81	386	7.31e-158	553
Cheshire	MER58D	98.837	86	1	0	1	86	1	86	8.38e-37	151
Cheshire	MER58B	100.000	280	0	0	1	280	1	280	9.51e-144	506
Cheshire	MER58B	100.000	63	0	0	2358	2420	279	341	6.04e-26	114
Cheshire	MER58A	99.074	108	1	0	173	280	56	163	9.56e-49	191
Cheshire	MER58A	100.000	63	0	0	2358	2420	162	224	6.04e-26	114
