name	dna_count	rna_count	ratio	log2	n_obs_bc
panTro4_MER52A_F2_249bp_225_473.frameSeq_chr13_GL392075_random:5532225_5532403	0.3108504961420908	0.28370935609806064	0.9126874803776286	-0.13180715329058	688.0
panTro4_MER52A_F1_259bp_60_318.frameSeq_chr5:139024466_139024712	0.448590198455325	0.29451191168239527	0.6565277455827552	-0.6070721126057376	169.0
macFas5_MER34_F1_224bp_97_320.frameSeq_chr11:79928484_79928677	0.21321181562503924	0.2392678727916838	1.1222073790341316	0.16633930434100894	273.0
hg19_MER52A_F2_249bp_225_473.frameSeq_chr3:55992775_55992957	0.3112842659340038	0.24768079828628536	0.795674004091157	-0.32975063021627654	1071.0
macFas5_MER34A_F1_253bp_97_349.frameSeq_chr1:126889961_126890160	0.3436236381843557	0.2886777420915683	0.8400986137533744	-0.2513694083976591	22.0
macFas5_MER34_F1_224bp_97_320.frameSeq_chr2:158717345_158717559	0.5873116611557745	0.5929342138792632	1.0095733715084492	0.013745763432958323	40.0
hg19_MER52C_F2_238bp_356_593.frameSeq_chr9:35138932_35139165	0.43121275871510006	0.27900750249665096	0.6470297941276587	-0.6280959485883497	193.0
macFas5_MER52A_F2_249bp_225_473.frameSeq_chr2:183346042_183346227	0.2707076782020446	0.24022575553810285	0.887399120459408	-0.17234497164750262	608.0
macFas5_MER34A1_F1_260bp_97_356.frameSeq_chr1:151145487_151145690	0.3774501366800866	0.2601563378766721	0.6892469033523531	-0.5369072143758564	83.0
hg19_MER11B_F1_236bp_366_601.frameSeq_chr13:96760242_96760487	0.43650696078649476	0.29238197675241084	0.6698220258059558	-0.578150277817706	8.0
panTro4_MER11B_F2_255bp_602_856.speciesSeq_withInDel	0.3513565114602965	0.9446935572847736	2.6887037139527283	1.4269107838600934	190.0
macFas5_MER52C_F1_241bp_42_282.frameSeq_chr11:51584311_51584553	0.3559367985377384	0.3064606846380379	0.8609974745433498	-0.21591908893670486	250.0
macFas5_MER34_F1_224bp_97_320.frameSeq_chr8:59527737_59527913	0.2450649202555095	0.27092502127381485	1.1055234710514386	0.14472965492352796	171.0
hg19_MER34_F1_224bp_97_320.frameSeq_chr4:103172861_103173053	0.39118168557439326	0.3038314293404695	0.7767015699989568	-0.36456771270902416	68.0
macFas5_MER11A_F2_260bp_769_1028.frameSeq_chr8:86528420_86528677	0.3993268384795039	0.36596154706096456	0.9164461583759743	-0.1258779706150668	49.0
hg19_MER11B_F2_255bp_602_856.frameSeq_chr4:120351829_120352082	0.5072017474073786	0.46441131389554685	0.9156342939854604	-0.12715659656757586	76.0
panTro4_MER11B_F2_255bp_602_856.frameSeq_chr12:58587244_58587452	0.27213384548232855	1.4335468957125885	5.267800824891067	2.3972007984467094	374.0
hg19_MER52C_F2_238bp_356_593.frameSeq_chr16:46812018_46812249	0.30269540181812143	0.2429842090063872	0.802735051629187	-0.3170042002633036	263.0
macFas5_MER11A_F1_260bp_371_630.frameSeq_chr15:69429441_69429634	0.1801733616805671	0.15772676846695324	0.8754166930991171	-0.1919582002619045	58.0
hg19_MER34B_F1_257bp_82_338.frameSeq_chr1:62506727_62506977	0.7899142006959884	0.21387363139926502	0.2707555215627499	-1.8849373356318895	10.0
hg19_MER34A1_F1_260bp_97_356.frameSeq_chr10:4393816_4394060	0.20798272837474163	0.22001259674498466	1.0578407085254105	0.08112240030439927	31.0
panTro4_MER34A1_F1_260bp_97_356.frameSeq_chr3:61834728_61834968	0.7510487413532336	0.4400251934899693	0.5858810077986889	-0.7713204112817428	3.0
panTro4_MER34_F1_224bp_97_320.frameSeq_chr4:116367233_116367412	0.42476895847963103	0.3472900395578541	0.8175975024185006	-0.29053730572281994	41.0
panTro4_MER52A_F2_249bp_225_473.frameSeq_chr4:1173383_1173572	0.36594463318774545	0.28318957876637235	0.7738590843634092	-0.3698572117201835	862.0
macFas5_MER34B_F1_257bp_82_338.frameSeq_chr5:89161443_89161686	0.29785180853666704	0.07164326582674967	0.24053325772547735	-2.055691710503706	8.0
panTro4_MER52A_F2_249bp_225_473.frameSeq_chrX:82798848_82799037	0.38135541099409986	0.25840208461358916	0.6775886146206721	-0.5615184613156752	644.0
macFas5_MER34_F1_224bp_97_320.frameSeq_chr5:50996597_50996794	0.3461461956875132	0.32740024929567546	0.9458438468329698	-0.08032607199391452	46.0
hg19_MER34C2_F1_232bp_132_363.frameSeq_chr7:32970418_32970654_shuffled_0	0.023109192041637958	0.017426740336236406	0.7541042674636588	-0.40716408100508344	1.0
panTro4_MER52A_F1_259bp_60_318.frameSeq_chr9:101963497_101963677	0.2007963332886225	0.15407788711916337	0.7673341668928458	-0.38207310004225287	327.0
panTro4_MER11C_F1_236bp_347_582.frameSeq_chr9:112072370_112072604	0.19411721314975885	0.22131960227020236	1.140133832951008	0.18920318298832228	19.0
hg19_MER34A_F1_253bp_97_349.frameSeq_chr1:184842557_184842801	0.3697470726662073	0.43566850840591015	1.178287917911967	0.23669210876964142	18.0
hg19_MER11B_F2_255bp_602_856.frameSeq_chr2:136099358_136099585	0.4351730968879875	0.3263553190240636	0.7499436921948939	-0.4151458166665576	76.0
macFas5_MER34_F1_224bp_97_320.frameSeq_chr2:182130141_182130351	0.5439548280570166	0.43566850840591015	0.8009277350512716	-0.32025601578191837	12.0
hg19_MER52C_F2_238bp_356_593.frameSeq_chr6:34425654_34425905	0.39568596169253567	0.3130589424688183	0.7911803116029626	-0.33792156958177544	195.0
panTro4_MER34_F1_224bp_97_320.frameSeq_chr2A:107296660_107296882	0.31197409256211245	0.1110954696435071	0.35610479296895	-1.4896262411970564	7.0
hg19_MER52A_F1_259bp_60_318.frameSeq_chr1:195759718_195759900	0.31996581529171525	0.257818734439095	0.8057696232456574	-0.3115606766171665	466.0
macFas5_MER34A1_F1_260bp_97_356.frameSeq_chr5:133823651_133823888	0.6563010539825179	0.5262875581543395	0.8018996083592429	-0.3185064611846864	4.0
panTro4_MER52A_F2_249bp_225_473.frameSeq_chr8:134123759_134123943	0.5771795821828147	0.2915982344621568	0.505212317731982	-0.9850382805556284	755.0
hg19_MER11A_F1_260bp_371_630.frameSeq_chr10:91379962_91380158	0.4076309940459417	0.2913979531632973	0.7148572052164796	-0.48427300670284956	60.0
macFas5_MER52A_F1_259bp_60_318.frameSeq_chr5:96694462_96694724	0.7129431587313838	0.4304775644759674	0.6038034858795227	-0.7278490090418136	46.0
hg19_MER52A_F1_259bp_60_318.frameSeq_chr11:18243144_18243371	0.3123975594319854	0.26696671321375776	0.8545736199065321	-0.226723312173787	190.0
